LOB,CoverageCode,CoverageName,VariableCode,VariableName
CR7Line,CR7CFBanksForCooperativesAndFedIntermediateCreditB,Banks For Cooperatives And Federal Intermediate Credit Banks,NA,NA
CR7Line,CR7CCIncludeCovrdPropertyInCustodyInsideRobberyOf1,Include Covered Property In Custody Of Designated Agents: Inside The Premises - Robbery Of A Watchperson Or Burglary Of Other Property,NA,NA
CR7Line,CR7CCIncludeCovrdPropertyInCustodyOfDesignatedAgen,Include Covered Property In Custody Of Designated Agents,NA,NA
CR7Line,CR7GFFChangeScheduleLossSustainedForm,Change Schedule (Loss Sustained Form),NA,NA
CR7Line,CR7CCReduceLimitOfInsRobberyOfACustodianOrSafeBurg,Reduce Limit Of Insurance For Designated Premises:  Robbery Of A Custodian Or Safe Burglary Of Money And Securities,NA,NA
CR7Line,CR7GCExcludeDesignatedPremises,Exclude Designated Premises,NA,NA
CR7Line,CR7CFNonERISAEmplBenefitPlansScheduleLimitOfIns,Non-ERISA Employee Benefit Plans - Schedule Limit Of Insurance,NA,NA
CR7Line,CR7ExclOfCertainCompReltdLosses,Exclusion Of Certain Computer-Related Losses,NA,NA
CR7Line,CR7GCDecreaseLimitOfInsNotOpenInsideRobberyOfACust,Decrease Limit Of Insurance While Premises Not Open For Business: Robbery Of A Custodian Or Safe Burglary Of Money And Securities,NA,NA
CR7Line,CR7GCReduceLimitOfInsRobberyOfAWatchpersonOrBurgla,Reduce Limit Of Insurance For Designated Premises:  Robbery Of A Watchperson Or Burglary Of Other Property,NA,NA
CR7Line,CR7CCForcibleEntryIntoPremisesRequirement,Forcible Entry Into Premises Requirement,CR7PremInsideRobberySafeBurgMoneySecuritiesInclud2,Inside The Premises - Robbery Of A Custodian Or Safe Burglary Of Money And Securities
CR7Line,CR7CCForcibleEntryIntoPremisesRequirement,Forcible Entry Into Premises Requirement,CR7PremInsideRobberySafeBurgOtherPropIncluded2,Inside The Premises - Robbery Or Safe Burglary Of Other Property
CR7Line,CR7GFFIncludeTreasurersOrTaxCollectorsAsEmpls,Include Treasurers Or Tax Collectors As Employees,NA,NA
CR7Line,CR7CCIncludeCovrdPropertyInCustodyInsideTheftOfOth,Include Covered Property In Custody Of Designated Agents: Inside The Premises - Theft Of Other Property,NA,NA
CR7Line,CR7LimitationOfCovForCertifiedActsSublimitAnnualAg,Limitation Of Coverage For Certified Acts Of Terrorism (Sub-Limit On Annual Aggregate Basis),NA,NA
CR7Line,CR7CFFIncludeVirtualCurrencyAsMoney,Include Virtual Currency As Money,CR7EmplTheftInsgAgrmtApplies1,Employee Theft Insuring Agreement
CR7Line,CR7KnownWrongfulActsExclEndoCond_Ext,Known Wrongful Acts Exclusion Endorsement,CR7KnownWrongfulActsExclEndoCondTitles_Ext,Titles
CR7Line,CR7KnownWrongfulActsExclEndoCond_Ext,Known Wrongful Acts Exclusion Endorsement,CR7KnownWrongfulActsExclEndoCondDate_Ext,Date
CR7Line,CR7CFForgeryOfPaymentCardInstruments,Forgery Of Payment Card Instruments,CR7TotNumCardholders5,Number Of Cardholders
CR7Line,CR7CFForgeryOfPaymentCardInstruments,Forgery Of Payment Card Instruments,CR7Limit328,Limit
CR7Line,CR7GFFAddScheduleExcessLimitOfInsForSpecifiedEmpl1,Add Schedule Excess Limit Of Insurance For Specified Employees Or Positions For Employee Theft Only,NA,NA
CR7Line,CR7CFFIncludeOfficersAndEmplsOfFedReserveBanksActi,Include Officers And Employees Of Federal Reserve Bank Acting As EFTS Agent As Employees,NA,NA
CR7Line,CR7BindingArbitration,Binding Arbitration,NA,NA
CR7Line,CR7CFAddFaithfulPerformanceOfDutyCov,Add Faithful Performance Of Duty,CR7SoleInsured3,Sole Insured
CR7Line,CR7CFAddFaithfulPerformanceOfDutyCov,Add Faithful Performance Of Duty,CR7Classification4,Classification
CR7Line,CR7CFAddFaithfulPerformanceOfDutyCov,Add Faithful Performance Of Duty,CR7BenefitPlan3,Benefit Plan
CR7Line,CR7CCIncludeCovrdPropertyInCustodyInsideTheftOfMon,Include Covered Property In Custody Of Designated Agents: Inside The Premises - Theft Of Money And Securities,NA,NA
CR7Line,CR7CCSafeDepositBoxTransfer,Safe Deposit Box Transfer,NA,NA
CR7Line,CR7AmndPolicyTermNonpaymentPremCond_Ext,Amends Policy Termination Nonpayment of Premium,NA,NA
CR7Line,CR7CFChangeScheduleExcessLimitOfInsForSpecifiedEmp,"Change Schedule Excess Limit Of Insurance For Specified Employees, ERISA Plan Officials Or Positions (Discovery Form)",NA,NA
CR7Line,CR7CCFraudulentImpersonation,Fraudulent Impersonation,CR7Limit301,Limit
CR7Line,CR7CCFraudulentImpersonation,Fraudulent Impersonation,CR7Ded303,Deductible
CR7Line,CR7CCFraudulentImpersonation,Fraudulent Impersonation,CR7VaryingDedApplies39,Varying Deductible Applies
CR7Line,CR7PolicyChanges,Policy Changes,CR7PremiumDetermination,Premium Determination
CR7Line,CR7PolicyChanges,Policy Changes,CR7AdditionalPremium,ADDITIONAL PREMIUM
CR7Line,CR7PolicyChanges,Policy Changes,CR7Deds,Deductibles
CR7Line,CR7PolicyChanges,Policy Changes,CR7AdditionalInterestedParties,Additional Interested Parties
CR7Line,CR7PolicyChanges,Policy Changes,CR7EffectiveDateOfChange3,Effective Date Of Change:
CR7Line,CR7PolicyChanges,Policy Changes,CR7PolicyChangesEndorsementDescription,POLICY CHANGES ENDORSEMENT DESCRIPTION
CR7Line,CR7PolicyChanges,Policy Changes,CR7ChangeEndorsementNumber,Change Endorsement No:
CR7Line,CR7PolicyChanges,Policy Changes,CR7PolicyNumber,POLICY NUMBER
CR7Line,CR7PolicyChanges,Policy Changes,CR7CovrdProperty1,Covered Property/Location Description
CR7Line,CR7PolicyChanges,Policy Changes,CR7CompanyName,COMPANY
CR7Line,CR7PolicyChanges,Policy Changes,CR7AuthorizedRepresentativeSignature,Authorized Representative Signature
CR7Line,CR7PolicyChanges,Policy Changes,CR7NamedInsured1,NAMED INSURED
CR7Line,CR7PolicyChanges,Policy Changes,CR7ReturnPremium,RETURN PREMIUM
CR7Line,CR7PolicyChanges,Policy Changes,CR7Exposure,Limits/Exposures
CR7Line,CR7PolicyChanges,Policy Changes,CR7ToBeAdjustedAtAudit,TO BE ADJUSTED AT AUDIT
CR7Line,CR7PolicyChanges,Policy Changes,CR7Rates,Rates
CR7Line,CR7PolicyChanges,Policy Changes,CR7CompanyCheckBox,Company
CR7Line,CR7PolicyChanges,Policy Changes,CR7Changes,Changes
CR7Line,CR7PolicyChanges,Policy Changes,CR7InsuredsName,Insured's Name
CR7Line,CR7PolicyChanges,Policy Changes,CR7EffectiveOrExpirationDate,Effective/Expiration Date
CR7Line,CR7PolicyChanges,Policy Changes,CR7Classification2,Classification/Class Codes
CR7Line,CR7PolicyChanges,Policy Changes,CR7PolicyChangesEffective,POLICY CHANGES EFFECTIVE
CR7Line,CR7PolicyChanges,Policy Changes,CR7InsuredsMailingAddress,Insured's Mailing Address
CR7Line,CR7PolicyChanges,Policy Changes,CR7InsuredsLegalStatusOrBusinessOfInsured,Insured's Legal Status/Business of Insured
CR7Line,CR7PolicyChanges,Policy Changes,CR7CovFormsandEndorsements,Coverage Forms and Endorsements
CR7Line,CR7PolicyChanges,Policy Changes,CR7CovPartsAffected,Coverage Parts Affected
CR7Line,CR7PolicyChanges,Policy Changes,CR7NoChanges,Classification/Class Codes
CR7Line,CR7PolicyChanges,Policy Changes,CR7AuthorizedRepresentative,AUTHORIZED REPRESENTATIVE
CR7Line,CR7SpecificEntityExclEndoCond_Ext,Specific Entity Exclusion Endorsement,CR7SpecificEntityExclEndoCondName_Ext,Name
CR7Line,CR7CoSurety,Co-Surety,NA,NA
CR7Line,CR7GCInsideThePremisesRobberyOfAWatchpersonOrBurgl,Inside The Premises - Robbery Of A Watchperson Or Burglary Of Other Property,CR7VaryingDedApplies63,Varying Deductible Applies
CR7Line,CR7GCInsideThePremisesRobberyOfAWatchpersonOrBurgl,Inside The Premises - Robbery Of A Watchperson Or Burglary Of Other Property,CR7Ded327,Deductible
CR7Line,CR7GCInsideThePremisesRobberyOfAWatchpersonOrBurgl,Inside The Premises - Robbery Of A Watchperson Or Burglary Of Other Property,CR7Limit335,Limit
CR7Line,CR7CCReduceLimitOfInsForDesignatedPremises,Reduce Limit Of Insurance For Designated Premises,NA,NA
CR7Line,CR7AmendmentDeleteProvisionsRegardingCertainActsOf,Amendment - Delete Provisions Regarding Certain Acts Of Terrorism (Applicable To Crime And Fidelity Only),NA,NA
CR7Line,CR7FidelityExperienceRatingModificationYear2,Experience Rating Modification Year 2,CR7ERPYr2CoSubjectExpectedLostCostOverride2,Year 2: Annual Company Expected Loss Cost Override
CR7Line,CR7FidelityExperienceRatingModificationYear2,Experience Rating Modification Year 2,CR7ERPYear2AnnualCoPremium2,Year 2: Annual Company Premium
CR7Line,CR7FidelityExperienceRatingModificationYear2,Experience Rating Modification Year 2,CR7ERPTotalYear2IncludedLmtdLosses2,Year 2: Included Limited Losses
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7Date,Date:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7MailingAddress1,The Mailing Address is changed to:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7Signature,Signature:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7DeletedInsured1,The following Insured(s) is deleted as a Named Insured(s):
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7AddedInsured1,The following Insured(s) is added as a Named Insured(s):
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7NameInsured1,The Named Insured is changed to:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7ChangeNumber1,Change Number
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7Title1,Title:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7DateOfIssue1,Date Of Issue
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7EffectiveDateOfChange1,Effective Date Of Change 12:01 AM on:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7ReducedTo1,Reduced to: 12:01 AM at the Insured's mailing address
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7ExtendedTo1,Extended to: 12:01 AM at the Insured's mailing address
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7FirstNamedInsured1,First Named Insured:
CR7Line,CR7PolicyChangeDiscoveryForm,Policy Change (Discovery Form),CR7Name1,Name (Print):
CR7Line,CR7PremisesCov_Ext,Premises,CR7PremisesCovRetention_Ext,Retention
CR7Line,CR7PremisesCov_Ext,Premises,CR7PremisesCovLimit_Ext,Limit
CR7Line,CR7FidelityExperienceRatingModificationYear3,Experience Rating Modification Year 3,CR7ERPTotalYear3IncludedLmtdLosses2,Year 3: Included Limited Losses
CR7Line,CR7FidelityExperienceRatingModificationYear3,Experience Rating Modification Year 3,CR7ERPYear3AnnualCoPremium2,Year 3: Annual Company Premium
CR7Line,CR7FidelityExperienceRatingModificationYear3,Experience Rating Modification Year 3,CR7ERPYr3CoSubjectExpectedLostCostOverride2,Year 3: Annual Company Expected Loss Cost Override
CR7Line,CR7FidelityExperienceRatingModificationYear1,Experience Rating Modification Year 1,CR7ERPYear1AnnualCoPremium2,Year 1: Annual Company Premium
CR7Line,CR7FidelityExperienceRatingModificationYear1,Experience Rating Modification Year 1,CR7ERPYr1CoSubjectExpectedLostCostOverride2,Year 1: Annual Company Expected Loss Cost Override
CR7Line,CR7FidelityExperienceRatingModificationYear1,Experience Rating Modification Year 1,CR7ERPTotalYear1IncludedLmtdLosses2,Year 1: Included Limited Losses
CR7Line,CR7GFExcludeFromExtortionCovPersonsOrPropertyAtDes,Exclude From Extortion Coverage Persons Or Property At Designated Premises,NA,NA
CR7Line,CR7GFFEmplTheftNameOrPosSchedule,Employee Theft - Name Or Position Schedule,NA,NA
CR7Line,CR7GFFIncludeVirtualCurrencyAsMoney,Include Virtual Currency As Money,CR7EmplTheftInsgAgrmtApplies5,Employee Theft Insuring Agreement
CR7Line,CR7CalculationPremium,Calculation Of Premium,NA,NA
CR7Line,CR7CFExcludeCertainRisksInherentInInsuranceOps,Exclude Certain Risks Inherent In Insurance Operations,NA,NA
CR7Line,CR7CCAmendVerificationCondition,Amend Verification Condition,NA,NA
CR7Line,CR7GFFAddScheduleExcessLimitOfInsForSpecifiedEmpls,"Add Schedule Excess Limit Of Insurance For Specified Employees, ERISA Plan Officials Or Positions",NA,NA
CR7Line,CR7AmendDefinitionOfFinancialInstitution,Amend Definition Of Financial Institution,CR7CompAndFundsTransferFraudDelete,Delete - Computer And Funds Transfer Fraud
CR7Line,CR7AmendDefinitionOfFinancialInstitution,Amend Definition Of Financial Institution,CR7InsidePremTheftOfMoneyInclude,Include - Inside The Premises - Theft Of Money And Securities
CR7Line,CR7AmendDefinitionOfFinancialInstitution,Amend Definition Of Financial Institution,CR7CompAndFundsTransferFraudInclude,Include - Computer And Funds Transfer Fraud
CR7Line,CR7AmendDefinitionOfFinancialInstitution,Amend Definition Of Financial Institution,CR7InsidePremTheftOfMoneyDelete,Delete - Inside The Premises - Theft Of Money And Securities
CR7Line,CR7CFIncludeMembersOfALmtdLiabCompanyAsEmpls,Include Members Of A Limited Liability Company As Employees,CR7TotNumMembers1,Total Number Of Members
CR7Line,CR7GFIncludeVirtualCurrencyAsMoneyEmpTheft,Include Virtual Currency As Money: Employee Theft,CR7Limit631,Virtual Currency Limit Of Insurance
CR7Line,CR7CondExclOfTerrNuclearBiologicalChemicalDisposit,"Conditional Exclusion Of Terrorism Involving Nuclear, Biological Or Chemical Terrorism",NA,NA
CR7Line,CR7GCReduceLimitOfInsRobberyOrSafeBurglaryOfOtherP,Reduce Limit Of Insurance For Designated Premises:  Robbery Or Safe Burglary Of Other Property,NA,NA
CR7Line,CR7CCIncludeSellingPriceOrProcessingCharge,Include Selling Price Or Processing Charge,CR7OutsideThePremisesIncluded3,Outside The Premises
CR7Line,CR7CCIncludeSellingPriceOrProcessingCharge,Include Selling Price Or Processing Charge,CR7InsidePremTheftOtherPropertyIncluded3,Inside The Premises - Theft Of Other Property
CR7Line,CR7CCIncludeSellingPriceOrProcessingCharge,Include Selling Price Or Processing Charge,CR7InsidePremRobberyBurgOtherPropertyIncluded3,Inside The Premises - Robbery Of A Watchperson Or Burglary Of Other Property
CR7Line,CR7CCIncludeSellingPriceOrProcessingCharge,Include Selling Price Or Processing Charge,CR7InsidePremRobberySafeBurgOtherPropIncluded1,Inside The Premises - Robbery Or Safe Burglary Of Other Property
CR7Line,CR7CreditCardFraudCov_Ext,Credit Card Fraud,CR7CreditCardFraudCovLimit_Ext,Limit
CR7Line,CR7CreditCardFraudCov_Ext,Credit Card Fraud,CR7CreditCardFraudCovRetention_Ext,Retention
CR7Line,CR7CFChangeScheduleExcessLimitOfInsForSpecifiedEm1,"Change Schedule Excess Limit Of Insurance For Specified Employees, ERISA Plan Officials Or Positions (Loss Sustained)",NA,NA
CR7Line,CR7CFDestructionOfElectrDataOrCompProgramsByEmpls,Destruction Of Electronic Data Or Computer Programs By Employees,CR7VaryingDedApplies52,Varying Deductible Applies
CR7Line,CR7CFDestructionOfElectrDataOrCompProgramsByEmpls,Destruction Of Electronic Data Or Computer Programs By Employees,CR7Limit322,Limit
CR7Line,CR7CFDestructionOfElectrDataOrCompProgramsByEmpls,Destruction Of Electronic Data Or Computer Programs By Employees,CR7Ded316,Deductible
CR7Line,CR7CCIncreaseLimitOfInsOutsideThePremises,Increase Limit of Insurance: Outside The Premises,NA,NA
CR7Line,CR7CCInsideThePremisesRobberyOrSafeBurglaryOfOther,Inside The Premises - Robbery Or Safe Burglary Of Other Property,CR7Ded307,Deductible
CR7Line,CR7CCInsideThePremisesRobberyOrSafeBurglaryOfOther,Inside The Premises - Robbery Or Safe Burglary Of Other Property,CR7VaryingDedApplies43,Varying Deductible Applies
CR7Line,CR7CCInsideThePremisesRobberyOrSafeBurglaryOfOther,Inside The Premises - Robbery Or Safe Burglary Of Other Property,CR7Limit305,Limit
CR7Line,CR7GCForcibleEntryIntoPremisesRequirement,Forcible Entry Into Premises Requirement,CR7PremInsideRobberySafeBurgMoneySecuritiesInclud3,Inside The Premises - Robbery Of A Custodian Or Safe Burglary Of Money And Securities
CR7Line,CR7GCForcibleEntryIntoPremisesRequirement,Forcible Entry Into Premises Requirement,CR7PremInsideRobberySafeBurgOtherPropIncluded3,Inside The Premises - Robbery Or Safe Burglary Of Other Property
CR7Line,CR7CCReduceLimitOfInsTheftOfMoneyAndSecurities,Reduce Limit Of Insurance For Designated Premises:  Theft Of Money And Securities,NA,NA
CR7Line,CR7GFIncludeDesignatedAgentsAsEmpls,Include Designated Agents As Employees,NA,NA
CR7Line,CR7Obligee,Obligee,NA,NA
CR7Line,CR7CFFIncludeSpecifiedNonCompensatedOfficersAsEmpl,Include Specified Non-Compensated Officers As Employees,NA,NA
CR7Line,CR7CFFExcludeHighGradingLoss,Exclude High-Grading Loss,NA,NA
CR7Line,CR7GFFIncludeChairpersonAndMembersOfSpecifiedCommi,Include Chairperson And Members Of Specified Committees As Employees,NA,NA
CR7Line,CR7AmndDeclarPremEndoCond_Ext,Amend Declarations - Premium Endorsement,CR7AmndDeclarPremEndoCondPremium_Ext,Premium
CR7Line,CR7GFFAddBlanketExcessLimitOfInsForSpecifiedJointI,Add Blanket Excess Limit Of Insurance For Specified Joint Insured(s),NA,NA
CR7Line,CR7BusinessIncomeExtraExpense1,Business Income and Extra Expense,CR7TimePeriod,Time Period Deductible
CR7Line,CR7BusinessIncomeExtraExpense1,Business Income and Extra Expense,CR7BusinessIncomeDailyLimit,Daily Limit
CR7Line,CR7BusinessIncomeExtraExpense1,Business Income and Extra Expense,CR7Limit55,Maximum Limit
CR7Line,CR7CFFExcludeDesignatedPersonsOrClassesOfPersonsAs,Exclude Designated Persons Or Classes Of Persons As Employees,NA,NA
CR7Line,CR7CFIncludeCompSoftwareContractorsAsEmpls,Include Computer Software Contractors As Employees,NA,NA
CR7Line,CR7GCIncreaseLimitOfInsOutsideThePremises,Increase Limit of Insurance: Outside The Premises,NA,NA
CR7Line,CR7CFFIncludeCompSoftwareContractorsAsEmpls,Include Computer Software Contractors As Employees,NA,NA
CR7Line,CR7AmndSectionReprtEndoCond_Ext,Amend Section VI Reporting Endorsement,CR7AmndSectionReprtEndoCondNoDaysWrds_Ext,Number of Days in words
CR7Line,CR7AmndSectionReprtEndoCond_Ext,Amend Section VI Reporting Endorsement,CR7AmndSectionReprtEndoCondNoDays_Ext,Number of Days as a #
CR7Line,CR7CFExcludeUnauthorizedAdvancesRequireAnnualAudit,"Exclude Unauthorized Advances, Require Annual Audit",NA,NA
CR7Line,CR7GFIncludeSpecifiedNonCompensatedOfficersAsEmpls,Include Specified Non-Compensated Officers As Employees,NA,NA
CR7Line,CR7GCReduceLimitOfInsRobberyOfACustodianOrSafeBurg,Reduce Limit Of Insurance For Designated Premises:  Robbery Of A Custodian Or Safe Burglary Of Money And Securities,NA,NA
CR7Line,CR7GFIncludeVirtualCurrencyAsMoneyCompFundsFraud,Include Virtual Currency As Money: Computer Funds Fraud,CR7Limit632,Virtual Currency Limit Of Insurance
CR7Line,CR7GCIncreaseLimitOfInsInsideRobberyOfAWatchperson,Increase Limit of Insurance: Robbery Of A Watchperson Or Burglary Of Other Property,NA,NA
CR7Line,CR7CCGuestsPropertyInsideThePremises,Guests' Property â Inside The Premises,NA,NA
CR7Line,CR7GFChangeScheduleDiscoveryForm,Change Schedule (Discovery Form),NA,NA
CR7Line,CR7GFFIncludeDesignatedAgentsAsEmpls,Include Designated Agents As Employees,NA,NA
CR7Line,CR7CCInsideThePremisesTheftOfMoneyAndSecurities,Inside The Premises - Theft Of Money And Securities,CR7Ded308,Deductible
CR7Line,CR7CCInsideThePremisesTheftOfMoneyAndSecurities,Inside The Premises - Theft Of Money And Securities,CR7VaryingDedApplies44,Varying Deductible Applies
CR7Line,CR7CCInsideThePremisesTheftOfMoneyAndSecurities,Inside The Premises - Theft Of Money And Securities,CR7Limit306,Limit
CR7Line,CR7GFAddBlanketExcessLimitOfInsForSpecifiedJointIn,Add Blanket Excess Limit Of Insurance For Specified Joint Insured(s),NA,NA
CR7Line,CR7CCExtendDefinitionOfPremisesToIncludePortionOfG,Extend Definition Of Premises To Include Portion Of Grounds Enclosed By Fence Or Wall,NA,NA
