LOB,CoverageCode,CoverageName
CP7Line,CP7ExclCertfdActsTerrsmCovFireLosses,Exclusion Of Certified Acts Of Terrorism
CP7Line,CP7FLSpecialDutiesAfterLossReportOfLossBelowTheHur,Florida Special Duties After Loss - Report Of Loss Below The Hurricane/Windstorm Deductible (Residential Risks)
CP7Line,CP7SpecialClassBusnIncomeAgreedVal,Special Class Business Income Agreed Value
CP7Line,CP7WindstormOrHailPercentageDedForm,Windstorm Or Hail Percentage Deductible
CP7Line,CP7CannabisWithHempException_Ext,Vermont - Cannabis Exclusion With Hemp Exception
CP7Line,CP7AdvantageHealthCareServiceProty_Ext,Advantage Health Care Services Property Endorsement
CP7Line,CP7FraudulentImpersonation_Ext,Fraudulent Impersonation
CP7Line,CP7LmtnOfCovForTerrsmSubLimitOnAnnualAggBasisEndtI,Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis
CP7Line,CP7CannabisExclWithHempExceptionBusinessIncome,Cannabis Exclusion With Hemp Exception
CP7Line,CP7CrisisEventCommExpReimbursement_Ext,Crisis Event Communication Expense Reimbursement
CP7Line,CP7FLHurricanePercentageDedResidentalRisksEachHurr,Florida Hurricane Percentage Deductible - Each Hurricane (Residential Risks)
CP7Line,CP7RetailandGrocersBIEnhanEndorsement_Ext,Retail and Grocers Business Income Enhancement Endorsement
CP7Line,CP7AdditionalEarthquakeCovCA,Additional Earthquake Coverage - California
CP7Line,CP7CreditCardSlipTheftDisappearanceDestruction_Ext,"Credit Card Slip Theft, Disappearance or Destruction"
CP7Line,CP7CondExclOfTerrsmInvolvingNuclearBiolgclOrChmclT,Alaska - Conditional Excl Of Terrsm Involving Nuclear Biolgcl Or Chmcl Terrsm (Relating To Disposition Of Fed TRIA)
CP7Line,CP7CivilAuthorityIncreasedCovPeriodSpclClassBusnI1,Civil Authority Increased Coverage Period Special Class Business Income Radius Coverage
CP7Line,CP7IncreaseInRebuildingExpensesFollowingDisaster,Increase In Rebuilding Expenses Following Disaster (Additional Expense Coverage On Annual Aggregate Basis)
CP7Line,CP7AlcoholicBeveragesTaxExcl,Alcoholic Beverages Tax Exclusion
CP7Line,CP7RIChangesJointOrDisputedLossAgreement,Rhode Island Changes - Joint Or Disputed Loss Agreement
CP7Line,CP7StructureMineSubsidence,Structure Mine Subsidence Coverage
CP7Line,CP7OrdinanceOrLawIncreasedPeriodOfRestorationSpclC,Ordinance Or Law - Increased Period Of Restoration
CP7Line,CP7VacancyChangesPolicy,Vacancy Changes
CP7Line,CP7ZzDisclosureOfPremiumEstimatedPremiumCertifiedA,Disclosure Of Premium And Estimated Premium For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act)
CP7Line,CP7TenantExteriorBuildingGlass_Ext,Tenant's Exterior Building Glass
CP7Line,CP7PropNotCovered_Ext,Property Not Covered
CP7Line,CP7EffectiveTimeChanges,Effective Time Changes
CP7Line,CP7ElectricalApparatus,Electrical Apparatus
CP7Line,CP7HurricanePercentageDedSpecialClass,Mississippi Hurricane Percentage Deductible
CP7Line,CP7VandalismExclPrsnlProp,Vandalism Exclusion
CP7Line,CP7ValueReportingForm,Value Reporting Form
CP7Line,CP7CondominiumCommercialUnitOwnersOptionalCovs,Condominium Commercial Unit-Owners Optional Coverages
CP7Line,CP7HurricaneNamedStorm_Ext,Hurricane / Named Storm Deductible
CP7Line,CP7TheftExclSpecialClass,Theft Exclusion
CP7Line,CP7LimitationOfCovForCertifiedActsOfTerrSubLimitOn,Limitation Of Coverage For Certified Acts Of Terrorism (Sub-Limit On Annual Aggregate Basis)
CP7Line,CP7BusinessIncomeCvrg,Business Income
CP7Line,CP7CyberIncidentExcl_Ext,Cyber Incident Exclusion
CP7Line,CP7ExclOfLossDueToByProdsOfProductionORProcessing1,Exclusion Of Loss Due To By-Products Of Production Or Processing Operations (Rental Properties)
CP7Line,CP7CopperAlumTheftExcl_Ext,Exclusion â Aluminum Or Copper Materials â Theft And Resulting Vandalism Damage
CP7Line,CP7OrdinanceOrLawCovForTenantsInterestInImprovemen,Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy)
CP7Line,CP7CovPartPolicyChanges,Commercial Property Coverage Part Policy Changes
CP7Line,CP7EquipBreakdownCauseOfLossBldg,Equipment Breakdown Cause Of Loss
CP7Line,CP7Spoilage_Ext,Spoilage
CP7Line,CP7PeakSeasonGeneralInformation,Peak Season Limit Of Insurance General Blanket Rating Information
CP7Line,CP7ChangesValuationSpecialClass,South Carolina Changes - Valuation
CP7Line,CP7PrivacyBreach_Ext,Privacy Breach
CP7Line,CP7CivilAuthorityIncreasedCovPeriodSpclClassBusnIn,Civil Authority Change
CP7Line,CP7LossPayableProvisionsSpecialClassWA_Ext,Loss Payable Provisions - Washington
CP7Line,CP7SpecialClassBusnIncomeInterruptionOfCompOps,Special Class Business Income Interruption Of Computer Operations
CP7Line,CP7HigherLmtsOccupClass,Higher Limits
CP7Line,CP7CondominiumCommercialUnitOwnersOptionalCovMiscR,Condominium Commercial Unit Owners Optional Coverage Miscellaneous Real Property Coverage
CP7Line,CP7FloodCovEndorsementPrsnlProp,Flood Coverage Endorsement
CP7Line,CP7BusinessIncomeLandlordAsAdditionalInsuredRenta1,Business Income - Landlord As Additional Insured (Rental Value)
CP7Line,CP7ShortRatePenalty_Ext,Short Rate Penalty
CP7Line,CP7AccountsReceivable_Ext,Accounts Receivable
CP7Line,CP7TenantBuilBusPerPropCov_Ext,Tenant Building and BPP Coverage - Required by Lease
CP7Line,CP7DebrisRemovalAdditionalInsurancePrsnlProp,Debris Removal Additional Insurance
CP7Line,CP7AdvBldgBIIAndExtraExpenseALS_Ext,Actual Loss Sustained
CP7Line,CP7BldgTheftLimitation_Ext,Limitation Theft
CP7Line,CP7WindstormOrHailExclBusnIncome,Windstorm Or Hail Exclusion
CP7Line,CP7FunctionalBuildingValuation,Functional Building Valuation
CP7Line,CP7ExclOfTerrEndorsementIL0030,Exclusion Of Terrorism
CP7Line,CP7NoticePolicyHoldUnderins_Ext,Notice To Policyholder - Underinsurance
CP7Line,CP7BusinessIncomeChangesEducationalInstitutionsSpc,Business Income Changes - Educational Institutions
CP7Line,CP7StructureBldg,Structure Building
CP7Line,CP7HawaiiHurricaneDeductible_Ext,Hawaii Hurricane Deductible - Direct Damage
CP7Line,CP7AddInsProvPropCovBld_Ext,Additional Insured Provision Property Coverage
CP7Line,CP7WindstormOrHailPersonalPropExcl_Ext,Windstorm or Hail Exclusion - Personal Property in Open
CP7Line,CP7TheftExcl,Theft Exclusion
CP7Line,CP7BusinessIncomeFromDependentPropertiesBroadForm,Business Income From Dependent Properties - Broad Form
CP7Line,CP7AdditionalInsuredBuildingOwner,Additional Insured - Building Owner
CP7Line,CP7PropertyInTransit_Ext,Amendment of Additional Coverage Extensions - Property In Transit
CP7Line,CP7CannabisExclSpecialClass,Cannabis Exclusion
CP7Line,CP7ZzDisclosureOfPremiumThrough123105CertifiedActs,Disclosure Of Premium Through End Of Year For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act)
CP7Line,CP7EmployeeTheft_Ext,Employee Theft
CP7Line,CP7NYFireFee_Ext,NY Fire Fee
CP7Line,CP7AdditionalPropertyNotCovrdSpecialClass,Additional Property Not Covered
CP7Line,CP7PowerHeatAndRefrigerationDeduction,"Power, Heat And Refrigeration Deduction"
CP7Line,CP7ValuablePaperandRecords_Ext,Valuable Papers and Records (Other than Electronic Data)
CP7Line,CP7HIHurricaneExclSpecialClass,Hawaii - Hurricane Exclusion
CP7Line,CP7OrdinanceOrLawCovForTenantsInterestInImproveme1,Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy) - Virginia (Broad Form)
CP7Line,CP7EqupmntBrkdwnDedAndLimExcptnCov_Ext,Equipment Breakdown Deductible And Limits Exceptions Coverage
CP7Line,CP7SpecialClassBusnIncomeWatercraftExclBuyback,Special Class Business Income Watercraft Exclusion Buyback
CP7Line,CP7WindstormOrHailExclDirectDamageSpecialClass,Windstorm Or Hail Exclusion - Direct Damage
CP7Line,CP7MinnesotaCondominiums_Ext,Minnesota Changes - Condominiums
CP7Line,CP7EqpmntBrkdwnDedctbleAndLimtsExcptnCvg_Ext,EquipmenBreakdown Deductible And Limits Exceptions Coverage
CP7Line,CP7MiningPropertiesBusinessIncome,Mining Properties - Business Income
CP7Line,CP7WindstormOrHailExcl,Windstorm Or Hail Exclusion
CP7Line,CP7CaliforniaFuncBldgValuation_Ext,California - Functional Building Valuation
CP7Line,CP7MarineStructureLossExcl_Ext,Exclusion â Specified Causes Of Loss To Marine Structures
CP7Line,CP7ChangesCommercialUnitsInResidentialCondominiums,Florida Changes - Commercial Units In Residential Condominiums
CP7Line,CP7BusinessIncomeLandlordAsAdditionalInsuredRental,Business Income - Landlord As Additional Insured (Rental Value)
CP7Line,CP7WindstormOrHailExclPrsnlProp,Windstorm Or Hail Exclusion
CP7Line,CP7TheftOfBuildingMaterialsAndSuppliesOthThanBuild,Theft Of Building Materials And Supplies (Other Than Builders Risk)
CP7Line,CP7ContributingInsuranceSpecialClass,Contributing Insurance
CP7Line,CP7ChangesResidentialCondominiumAssociationsBuildi,Florida Changes - Residential Condominium Associations
CP7Line,CP7AdvantageHotelandMotelPropertyEndorsement_Ext,Advantage Hotel and Motel Property Endorsement
CP7Line,CP7ZzSurcharge,Surcharge Coverage
CP7Line,CP7SpecifiedBusnPrsnlPropTempAwayFromPremises,Specified Business Personal Property Temporarily Away From Premises
CP7Line,CP7PerilOfSeaExcl_Ext,Exclusion â Perils Of The Sea
CP7Line,CP7BroadenedPremisesBoundary_Ext,Broadened Premises Boundary
CP7Line,CP7BusIncSpcClsWOExtraExpnCovForY2KCompReltdAndOth,Business Income Without Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems - Virginia
CP7Line,CP7MarketValueStock,Market Value - Stock
CP7Line,CP7HigherLmtsLocation,Higher Limits
CP7Line,CP7JointOrDisputedLossAgreementSpecialClass,Joint Or Disputed Loss Agreement
CP7Line,CP7MoneyOrdersCounterfeit_Ext,Money Orders and Counterfeit Money
CP7Line,CP7TheftExclPrsnlProp,Theft Exclusion
CP7Line,CP7StructureNYChangesWindstormProtectiveDevices,New York Changes - Windstorm Protective Devices
CP7Line,CP7PolicyChangesExceptions,Policy Changes
GL7Line,GL7DamageToPremisesRentedToYou,Damage To Premises Rented To You
GL7Line,GL7CorrectionWorkCov_Ext,Correction of Work Coverage
GL7Line,GL7AddlInsdStateOrGovAgencyOrSubdOrPoliticalSubdPe,Additional Insured - State Or Governmental Agency Or Subdivision Or Political Subdivision - Permits Or Authorizations
GL7Line,GL7AmndmtOfLiquorLiabExcl,Amendment Of Liquor Liability Exclusion
GL7Line,GL7WoodDestroyingInsectDiagnosticInspectionErrorsA,Ohio Wood-Destroying Insect Diagnostic Inspection Errors And Omissions
GL7Line,GL7ExclLaundryDryCleaningDamage,Exclusion - Laundry And Dry Cleaning Damage
GL7Line,GL7AmendmentOfDefinitionOfPollutantsRailRoadCov,Amendment Of Definition Of Pollutants
GL7Line,GL7EmploymentPracticesLiab_Ext,Employment Practices Liability
GL7Line,GL7OilGasMinExpProdExcl_Ext,"Oil, Gas or Other Mineral Exploration Or Production Exclusion"
GL7Line,GL7ExclBodilyInjuryTempWorkers_Ext,Exclusion - Bodily Injury to Temporary Workers
GL7Line,GL7ExtendedReportingPeriodEndorsementForElectrData,Extended Reporting Period Endorsement For Electronic Data Liability
GL7Line,GL7ConSpplmExtndRepPeriodEnd_Ext,Contractor's E & O - Supplemental Extended Reporting Period Endorsement
GL7Line,GL7LmtdTerrExclOthThanCertifiedActsOfTerrCapOnLoss,Exclusion Of Other Acts Of Terrorism Committed Outside The United States; Cap On Losses From Certified Acts Of Terrorism
GL7Line,GL7AdvantageContractorsPropertyDamage_Ext,Advantage Contractor's Property Damage
GL7Line,GL7ChangesSupplementalExtendedReportingPeriodEndtF,Virginia Extended Reporting Period Endorsement For Employee Benefits Liability
GL7Line,GL7AddlInsdClubMembers,Additional Insured - Club Members
GL7Line,GL7ExclBIToRailroadPassengers,Exclusion - Bodily Injury To Railroad Passengers
GL7Line,GL7ExclInsuredVsInsured_Ext,Exclusion - Insured Versus Insured
GL7Line,GL7ViralOrBacterialInfectionsExceptionForDesignate,"Illinois - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Prods"
GL7Line,GL7FiduciariesFiduciaryInterest,Fiduciaries - Fiduciary Interest
GL7Line,GL7WestVAChangesCancellation,West Virginia Changes - Cancellation
GL7Line,GL7SupplementalExtendedReportingPeriodEndtProdsCom,Supplemental Extended Reporting Period Endorsement
GL7Line,GL7ExclDesignatedOpsCovByConsolidatedWrapUpInsProg,Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program
GL7Line,GL7OKChangesPerClaimantLmtsOfInsGovSubdivisions,Oklahoma Changes - Per Claimant Limits Of Insurance - Governmental Subdivisions
GL7Line,GL7ExclIntercompanyProdsSuits,Exclusion - Intercompany Products Suits
GL7Line,GL7ViralOrBacterialInfectionsExceptionForDesignat1,"Illinois - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Prods"
GL7Line,GL7NVChangesCommonInterestCommunities,Nevada Changes - Common-Interest Communities
GL7Line,GL7LimWhenTwoMoreCovFormApply_Ext,Limitation When Two or More Coverage Forms Apply
GL7Line,GL7AbsExclTranSpEnFootAndMouthDisease_Ext,Absolute Exclusion - Transmissible Spongiform Encephalopathy (and Related Diseases) and Foot-And-Mouth Disease Endorsement
GL7Line,GL7ClassificationSpecialProtectiveHighway,Special Protective And Highway
GL7Line,GL7CyberIncidentLiabCovLossOfEDLCovSubjectToLossOf,"Cyber Incident Liability Coverage And Loss Of Electronic Data Liability Coverage Subject To Loss Of Electronic Data, Each Cyber"
GL7Line,GL7AbuseOrMolestationEndorsement_Ext,Abuse or Molestation Endorsement
GL7Line,GL7ExtendedReportingPeriodEndt,Extended Reporting Period Endorsement
GL7Line,GL7ClassActAndMultiPartySelfInsrdRenSPE_Ext,Class Action and Multi-Party Suits Self-Insured Retention
GL7Line,GL7GolfCourseCountryClubLiabEndorsement_Ext,Golf Course and Country Club Liability Endorsement (CL CG 00 04)
GL7Line,GL7DruggistsBroadCov,Pharmacists - Broadened
GL7Line,GL7ExclInspectionAppraisalAndSurveyCompanies,"Exclusion - Inspection, Appraisal And Survey Companies"
GL7Line,GL7RollStockRailConstExcl_Ext,Exclusion - Rolling Stock - Railroad Construction
GL7Line,GL7VTCovForInjurytoCoEmpls,Vermont Coverage For Injury To Co-Employee(s)
GL7Line,GL7DesignatedOperationsAutoStatus_Ext,Designated Operations - Automatic Status
GL7Line,GL7ElevatorsContractorsAndInspectorsChangesCancell,Mississippi Elevator Contractors And Inspectors Changes - Cancellation And Split Limits Of Insurance For BI And PD
GL7Line,GL7ExcessProvisionVendors,Excess Provision - Vendors
GL7Line,GL7WorldWideCov_Ext,Worldwide Coverage
GL7Line,GL7PerfluAndPolyfluSubstance_Ext,Exclusion - Perfluoroalkyl And Polyfluoroalkyl Substances (PFAS)
GL7Line,GL7ClassificationOwnersContractors,Owners and Contractors
GL7Line,GL7ProflLiabExclHealthExerciseClubCommerciallyOper,Professional Liability Exclusion - Health Or Exercise Clubs Or Commercially Operated Health Or Exercise Facilities
GL7Line,GL7LossOfElectrDataFromPhysicalInjuryToTangiblePro,Loss Of Electronic Data Resulting From Physical Injury To Tangible Property Liability Coverage - Subject To Cyber Incident Exclusion
GL7Line,GL7BroadenedPrpertyDamgeSwimngPols_Ext,Broadened Property Damage - Swimming Pools
GL7Line,GL7LmtdFungiOrBacteriaCovOwnersContractorsProdsCom,Limited Fungi Or Bacteria
GL7Line,GL7AddlInsdOwnersLesseesContrctrsCompldOpsLocLvl_Ext,"Owners, Lessees Or Contractors - Completed Operations"
GL7Line,GL7AddlInsdAutomaticStatusWhenRequiredInWrittenCon,Additional Insured - Automatic Status When Required In Written Contract Or Agreement
GL7Line,GL7ExtendedReportingPeriodEndtForEmpBenefitsLiabCo,Extended Reporting Period Endorsement For Employee Benefits Liability
GL7Line,GL7AdditionalInsureds_Ext,Additional Insureds
GL7Line,GL7TXChangesPesticideOrHerbicideApplicatorCov,Texas Changes - Pesticide Or Herbicide Applicator - Limited Pollution
GL7Line,GL7GeneticallyModifiedOrganismExclForDesignatedOp1,Genetically Modified Organism Exclusion For Designated Operations Or Products
GL7Line,GL7AddlInsdEngrsArchsSrvyrsOwnersContractors,"Additional Insured - Engineers, Architects Or Surveyors"
GL7Line,GL7DesLocGenAggLimit0515_Ext,Designated Location(s) General Aggregate Limit and Total Aggregate (CL CG 05 15)
GL7Line,GL7BodInjRedEnd_Ext,Bodily Injury Redefined Endorsement
GL7Line,GL7LimitedPollutionLiabilityExtension_Ext,Limited Pollution Liability Extension (Customer Fuel Spill)
GL7Line,GL7ExclVolunteerWorkers,Exclusion - Volunteer Workers As Insureds
GL7Line,GL7PolicyChangesExceptions,Policy Changes
GL7Line,GL7MisdeliveryLiquidProdsCov,Misdelivery Of Liquid Products
GL7Line,GL7OilGasOpsNonoperatingWorkingInterests,"Oil Or Gas Operations - Nonoperating, Working Interests"
GL7Line,GL7ExclErroneousDeliveryOrMixtureResultingFailrSee,Exclusion - Erroneous Delivery Or Mixture And Resulting Failure Of Seed To Germinate - Seed Merchants
GL7Line,GL7ExclCounselingServices,Exclusion - Counseling Services
GL7Line,GL7CollegeSchool,Colleges Or Schools
GL7Line,GL7ExclDamageToWorkPerformedBySubcontractorsOnYou1,Exclusion - Damage To Work Performed By Subcontractors On Your Behalf - Designated Sites Or Operations
GL7Line,GL7ProductsCompletedOps_Ext,Exclusion - Products/Completed Operations Hazard
GL7Line,GL7InjuryOrDamagePartiExcl_Ext,Exclusion - Injury Or Damage To Participant
GL7Line,GL7ExclEngineersArchitectsOrSurveyorsProfessionalL,"Exclusion - Engineers, Architects Or Surveyors Professional Liability"
GL7Line,GL7AmdmntOfOccDefSubCntrctWrk_Ext,Amendment of Occurrence Definition for Subcontracted Work
GL7Line,GL7ElevatorsContractors,Elevator Contractors
GL7Line,GL7TerrPremOps,Terrorism - Premises/Operations
GL7Line,GL7InsdCtrtTerminalAccAgreements_Ext,Insured Contract - Terminal Access Agreements
GL7Line,GL7CannabisExclWithHempExceptionProductWithdrawal,Cannabis Exclusion With Hemp Exception
GL7Line,GL7SeperateAggLmtOfInsuranceSPE_Ext,Separate Aggregate Limits of Insurance
GL7Line,GL7CannabisExclEDL,Cannabis Exclusion
GL7Line,GL7AdvAdInsrdOwnrLeasContrctCompletOpschedul_Ext,"Advantage Additional Insured - Owners, Lessees or Contractors - Completed Operations - Scheduled Person or Organization"
GL7Line,GL7ClassificationExclCovAProductWithdrawalExpense,Coverage A - Product Withdrawal Expense
GL7Line,GL7GeneticallyModifiedOrganismExclForDesignatedOps,Genetically Modified Organism Exclusion For Designated Operations Or Products
GL7Line,GL7AdvAddlInsdOwnLesContrctrsCompOpsLocLvl_Ext,"Advantage Additional InsuredâOwners, Lessees or Contractors â Completed Operations"
GL7Line,GL7LmtdCovForDesignatedUnmannedAircraftRailroad,Limited Coverage For Designated Unmanned Aircraft
GL7Line,GL7ScheduleOfNamedInsured_Ext,Schedule of Named Insureds
GL7Line,GL7BroadenedNamedInsured_Ext,Broadened Named Insured
GL7Line,GL7AddlInsdMortgageeAssigneeOrRecvr_Ext,"Mortgagee, Assignee Or Receiver"
GL7Line,GL7ExclOfCertifiedActsOfTerr,Exclusion Of Certified Acts Of Terrorism
GL7Line,GL7EmergencyFIGAAssessment_Ext,Emergency FIGA Assessment
GL7Line,GL7AddInsLimComOpsSchPerOrgDesOp_Ext,"Additional Insured - Owners, Lessees or Contractors - Limited Completed Operations Coverage - Scheduled Person or Organization and Designated Operations"
GL7Line,GL7AKChangesAttorneysFeesPolLvl,Alaska Changes - Attorney's Fees
