LOB,CoverageName,CoverageCode
CP7Line,New York Changes - Windstorm Protective Devices,CP7StructureNYChangesWindstormProtectiveDevices
CP7Line,Policy Changes,CP7PolicyChangesExceptions
GL7Line,"Exclusion - Described Hazards (Carnivals, Circuses And Fairs)",GL7ExclDescribedHazardsCarnivalsCircusesFairs
GL7Line,Damage To Premises Rented To You,GL7DamageToPremisesRentedToYou
GL7Line,"Additional Insured - Owners, Managers Or Lessors Of Premises - Liquor Liability",GL7AddlInsdOwnersManagersOrLessorsOfPremisesLiquor
GL7Line,New Hampshire Changes - Supplemental Extended Reporting Period Endorsement,GL7StateChangesSupplementalExtendedReportingPerio1
GL7Line,Correction of Work Coverage,GL7CorrectionWorkCov_Ext
GL7Line,Pollution Liability Coverage Form Designated Sites,GL7PollutionLiabCovFormDesigntdSites
GL7Line,Additional Insured - State Or Governmental Agency Or Subdivision Or Political Subdivision - Permits Or Authorizations,GL7AddlInsdStateOrGovAgencyOrSubdOrPoliticalSubdPe
GL7Line,Amendment Of Liquor Liability Exclusion,GL7AmndmtOfLiquorLiabExcl
GL7Line,Ohio Wood-Destroying Insect Diagnostic Inspection Errors And Omissions,GL7WoodDestroyingInsectDiagnosticInspectionErrorsA
GL7Line,Exclusion - Laundry And Dry Cleaning Damage,GL7ExclLaundryDryCleaningDamage
GL7Line,North Carolina Extended Reporting Period Endorsement,GL7NCExtendedReportingPeriodEndorsementPollutionLi
GL7Line,Amendment Of Definition Of Pollutants,GL7AmendmentOfDefinitionOfPollutantsRailRoadCov
GL7Line,Specified Food-Borne Illness,GL7SpecifiedFoodBorneIllness2_Ext
GL7Line,"Oil, Gas or Other Mineral Exploration Or Production Exclusion",GL7OilGasMinExpProdExcl_Ext
GL7Line,Silica Or Silica-Related Dust Exclusion,GL7SilicaOrSilicaReltdDustExclPremOpsProds
GL7Line,Exclusion - Bodily Injury to Temporary Workers,GL7ExclBodilyInjuryTempWorkers_Ext
GL7Line,Extended Reporting Period Endorsement For Electronic Data Liability,GL7ExtendedReportingPeriodEndorsementForElectrData
GL7Line,Hazardous Material Contractors,GL7HazardousMaterialContractors
GL7Line,"Exclusion - Riot, Civil Commotion Or Mob Action - Governmental Subdivisions",GL7ExclRiotCivilCommotionMobActionGovtSubdivision
GL7Line,Additional Insured - Unit-Owners Of Townhouse Or Homeowner Associations,GL7AddlInsdTownhouseAssocs
GL7Line,Lead Exclusion,GL7LeadExcl_Ext
GL7Line,Exclusion Of Other Acts Of Terrorism Committed Outside The United States; Cap On Losses From Certified Acts Of Terrorism,GL7LmtdTerrExclOthThanCertifiedActsOfTerrCapOnLoss
GL7Line,Financial Institution,GL7FinancialInstitution_Ext
GL7Line,Non-Owned Auto Liability,GL7NonOwnedAutoLiab_Ext
GL7Line,Designated Construction Project(s) General Aggregate Limit,GL7DesignatedConstrctnProjGeneralAggLimit
GL7Line,Limited Coverage For Designated Unmanned Aircraft,GL7LmtdCovForDesignatedUnmannedAircraf1
GL7Line,Advantage Contractor's Property Damage,GL7AdvantageContractorsPropertyDamage_Ext
GL7Line,Additional Insured - Club Members,GL7AddlInsdClubMembers
GL7Line,Virginia Extended Reporting Period Endorsement For Employee Benefits Liability,GL7ChangesSupplementalExtendedReportingPeriodEndtF
GL7Line,Exclusion - Bodily Injury To Railroad Passengers,GL7ExclBIToRailroadPassengers
GL7Line,Exclusion - Underground Storage Tank Incidents,GL7ExclUndergroundStorageTankIncidents
GL7Line,"Additional Insured - Owners, Lessees Or Contractors - Completed Operations",GL7AddlInsdOwnersLesseesContrctrsCompldOpsLocLvl
GL7Line,"North Carolina Supplemental Extended Reporting Period Endorsement For Specific Accidents, Products, Work Or Locations",GL7NCSupplementalExtddRptgPerEndtSpecificAccsProds
GL7Line,"Illinois - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Prods",GL7ViralOrBacterialInfectionsExceptionForDesignate
GL7Line,Amendment Of Liquor Liability Exclusion - Limited Exception For Bring Your Own Alcohol,GL7AmendmentOfLiquorLiabExclLmtdExceptionForBringY
GL7Line,Fiduciaries - Fiduciary Interest,GL7FiduciariesFiduciaryInterest
GL7Line,West Virginia Changes - Cancellation,GL7WestVAChangesCancellation
GL7Line,Supplemental Extended Reporting Period Endorsement,GL7SupplementalExtendedReportingPeriodEndtProdsCom
GL7Line,Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program,GL7ExclDesignatedOpsCovByConsolidatedWrapUpInsProg
GL7Line,Oklahoma Changes - Per Claimant Limits Of Insurance - Governmental Subdivisions,GL7OKChangesPerClaimantLmtsOfInsGovSubdivisions
GL7Line,Nevada Changes - Common-Interest Communities,GL7NVChangesCommonInterestCommunities
GL7Line,Exclusion - Intercompany Products Suits,GL7ExclIntercompanyProdsSuits
GL7Line,"Illinois - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Prods",GL7ViralOrBacterialInfectionsExceptionForDesignat1
GL7Line,Limitation When Two or More Coverage Forms Apply ,GL7LimWhenTwoMoreCovFormApply_Ext
GL7Line,Absolute Exclusion - Transmissible Spongiform Encephalopathy (and Related Diseases) and Foot-And-Mouth Disease Endorsement,GL7AbsExclTranSpEnFootAndMouthDisease_Ext
GL7Line,Special Protective And Highway,GL7ClassificationSpecialProtectiveHighway
GL7Line,New Mexico Changes - Extended Reporting Period Endorsement For Electronic Data Liability,GL7ChangesExtendedReportingPeriodForElectrDataLiab
GL7Line,Insured Site Definition (Contractors),GL7InsuredSiteDefinition
GL7Line,Advantage Self-Storage Facilities - Customers' Property,GL7AdvSelfStrgeFacilitiesCustmrPrprty_Ext
GL7Line,"Pesticide, Herbicide or Fertilizer Applicator",GL7PesticideHerbicideOrFertilizerApplicator_Ext
GL7Line,Conditional Limitation Of Coverage For Terrorism On An Annual Aggregate Basis (Relating To Disposition Of Federal TRIA),GL7CondLimitationOfCovTerrSublimitAnnualAggTerrAct
GL7Line,Exclusion - Cross Suits Liability,GL7ExclCrossSuitsLiabOwnersContractors
GL7Line,Extended Reporting Period Endorsement,GL7ExtendedReportingPeriodEndt
GL7Line,Pharmacists - Broadened,GL7DruggistsBroadCov
GL7Line,"Washington - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Produ",GL7ExclViralOrBacterialInfectionsExceptionForDesi1
GL7Line,Limitation When Two or More Coverage Forms Apply,GL7LimWhenTwoMoreCovFormApp_Ext
GL7Line,"Exclusion - Inspection, Appraisal And Survey Companies",GL7ExclInspectionAppraisalAndSurveyCompanies
GL7Line,Exclusion - Rolling Stock - Railroad Construction,GL7RollStockRailConstExcl_Ext
GL7Line,Vermont Coverage For Injury To Co-Employee(s),GL7VTCovForInjurytoCoEmpls
GL7Line,Mississippi Elevator Contractors And Inspectors Changes - Cancellation And Split Limits Of Insurance For BI And PD,GL7ElevatorsContractorsAndInspectorsChangesCancell
GL7Line,Excess Provision - Vendors,GL7ExcessProvisionVendors
GL7Line,"Washington - Exclusion - Viral Or Bacterial Infections - Exception For Designated Infection, Ongoing Operations Or Produ",GL7ExclViralOrBacterialInfectionsExceptionForDesig
GL7Line,Pollution Liability Coverage Extension,GL7PollutionLiabCovExtension
GL7Line,Exclusion - Perfluoroalkyl And Polyfluoroalkyl Substances (PFAS),GL7PerfluAndPolyfluSubstance_Ext
GL7Line,Exclusion - Biometric Information - CL CG 22 57,GL7ExclBioMetricInfo2257_Ext
GL7Line,New Jersey Changes - Exclusion - Liability For Hazards Of Lead,GL7NJChangesExclLiabForHazardsLeadPolLvl
GL7Line,Owners and Contractors,GL7ClassificationOwnersContractors
GL7Line,Exclusion - Property Entrusted,GL7ExclPropertyEntrusted
GL7Line,Cross Suits,GL7CrossSuitsExcl_Ext
GL7Line,Printers Errors & Omissions Liability Coverage,GL7PrintersErrOmiLiabCov_Ext
GL7Line,Professional Liability Exclusion - Health Or Exercise Clubs Or Commercially Operated Health Or Exercise Facilities,GL7ProflLiabExclHealthExerciseClubCommerciallyOper
GL7Line,Broadened Property Damage - Swimming Pools,GL7BroadenedPrpertyDamgeSwimngPols_Ext
GL7Line,Limited Fungi Or Bacteria,GL7LmtdFungiOrBacteriaCovOwnersContractorsProdsCom
GL7Line,Experience Rating Modification Third Latest Year,GL7ExperienceRatingModificationThirdLatestYear
GL7Line,Additional Insured - Automatic Status When Required In Written Contract Or Agreement,GL7AddlInsdAutomaticStatusWhenRequiredInWrittenCon
GL7Line,Extended Reporting Period Endorsement For Employee Benefits Liability,GL7ExtendedReportingPeriodEndtForEmpBenefitsLiabCo
GL7Line,Oregon Changes - Remedial Action Costs,GL7ChangesRemedialActionCostsPollutionCG0040
GL7Line,Additional Insureds,GL7AdditionalInsureds_Ext
GL7Line,Texas Changes - Pesticide Or Herbicide Applicator - Limited Pollution,GL7TXChangesPesticideOrHerbicideApplicatorCov
GL7Line,Genetically Modified Organism Exclusion For Designated Operations Or Products,GL7GeneticallyModifiedOrganismExclForDesignatedOp1
GL7Line,Exclusion - Biometric Information - CL PL 21 15,GL7ExclBioMetricInfo2115_Ext
GL7Line,"Additional Insured - Engineers, Architects Or Surveyors",GL7AddlInsdEngrsArchsSrvyrsOwnersContractors
GL7Line,Operation Of Customers Autos On Particular Premises,GL7OperationOfCustomersAutosOnParticularPrem
GL7Line,Exclusion - Telecommunication Equipment Or Service Providers Errors And Omissions,GL7ExclTelecommEquipmtServicePrvdrsErrorsOmissions
GL7Line,Designated Location(s) General Aggregate Limit and Total Aggregate (CL CG 05 15),GL7DesLocGenAggLimit0515_Ext
GL7Line,Limited Pollution Liability Extension (Customer Fuel Spill),GL7LimitedPollutionLiabilityExtension_Ext
GL7Line,Exclusion - Saline Substances Contamination,GL7ExclSalineSubstancesContamination
GL7Line,Exclusion - Volunteer Workers As Insureds,GL7ExclVolunteerWorkers
GL7Line,Special Protective And Highway To Reach Minimum,GL7SpecialProtectiveHighwayPremiumToReachMin
GL7Line,Policy Changes,GL7PolicyChangesExceptions
GL7Line,Drywall Contaminant Exclusion ,GL7DryContaExcl_Ext
GL7Line,Advantage Restaurant General Liability Endorsement,GL7AdvRestaurantGenerallLiabEndt_Ext
GL7Line,Misdelivery Of Liquid Products,GL7MisdeliveryLiquidProdsCov
GL7Line,"Oil Or Gas Operations - Nonoperating, Working Interests",GL7OilGasOpsNonoperatingWorkingInterests
GL7Line,Exclusion - Year 2000 Computer-Related And Other Electronic Problems,GL7ExclY2KCompReltdElectrProb
GL7Line,Exclusion - Erroneous Delivery Or Mixture And Resulting Failure Of Seed To Germinate - Seed Merchants,GL7ExclErroneousDeliveryOrMixtureResultingFailrSee
GL7Line,Exclusion - Counseling Services,GL7ExclCounselingServices
GL7Line,Cannabis Exclusion,GL7CannabisExclPollution
GL7Line,Colleges Or Schools,GL7CollegeSchool
GL7Line,Exclusion - Damage To Work Performed By Subcontractors On Your Behalf - Designated Sites Or Operations,GL7ExclDamageToWorkPerformedBySubcontractorsOnYou1
GL7Line,Amendment Of Liquor Liability Exclusion - Exception For Scheduled Premises Or Activities,GL7AmndmtOfLiquorLiabExclExcptnScheddActivsProdsCo
GL7Line,Employment Related Practices Liability,GL7EmployRelatedPracticeLiab_Ext
GL7Line,"Exclusion - Engineers, Architects Or Surveyors Professional Liability",GL7ExclEngineersArchitectsOrSurveyorsProfessionalL
GL7Line,Designated Location(s) Products-Completed Operations Aggregate Limit,GL7DesignatedLocationsProdsCompldOpsAggLimit
GL7Line,Elevator Contractors,GL7ElevatorsContractors
GL7Line,"Total Pollution Exclusion With A Building Heating, Cooling And Dehumidifying Equipment Exception And A Hostile Fire Exception",GL7TotalPollutionExclWithABldgHeatgEquipmtExcptnHo
GL7Line,Amendment Of Insured Contract Definition,GL7AmendmentOfInsuredContractDefinition
GL7Line,Terrorism - Premises/Operations,GL7TerrPremOps
GL7Line,Cannabis Exclusion With Hemp Exception,GL7CannabisExclWithHempExceptionProductWithdrawal
GL7Line,Oregon Changes - Remedial Action Costs,GL7ChangesRemedialActionCostsPollutionCG0039
GL7Line,Optional Extended Discovery Period Endorsement,GL7OptionalExtdDiscovery_Ext
GL7Line,Cannabis Exclusion,GL7CannabisExcl
GL7Line,"Supplemental Extended Reporting Period Endorsement For Specific Accidents, Products, Work Or Locations",GL7SupplementalExtendedReportingPeriodEndtSpecific
GL7Line,Exclusion - Access Or Disclosure Of Confidential Or Personal Information And Data-related Liability - With Limited BI Exception,GL7ExclAccessDisclosureConfidentialPersonalInfoDat
GL7Line,"Additional Insured - Owners, Lessees or Contractors - Scheduled Person or Organization (CLCG2018)",GL7AddInsSchPerOrg_Ext
GL7Line,Cannabis Exclusion,GL7CannabisExclEDL
GL7Line,Connecticut Changes - Liquor Liability,GL7CTChangesLiquorLiab
GL7Line,Exclusion - Movement Of Buildings Or Structures,GL7ExclMovementBuildingsStructures
GL7Line,Exclusion - Cross Suits Liability,GL7ExclCrossSuitsLiabLiquor
GL7Line,North Carolina Extended Reporting Period Endorsement,GL7NCExtendedReportingPeriodEndorsementPollutionL1
GL7Line,Pollution,GL7ClassificationPollution
GL7Line,"Advantage Additional Insured - Owners, Lessees or Contractors - Completed Operations - Scheduled Person or Organization",GL7AdvAdInsrdOwnrLeasContrctCompletOpschedul_Ext
GL7Line,Coverage A - Product Withdrawal Expense,GL7ClassificationExclCovAProductWithdrawalExpense
GL7Line,Amendment - Travel Agency Tours (Limitation Of Coverage),GL7AmndmtTravelAgencyToursLimitationOfCov
GL7Line,Genetically Modified Organism Exclusion For Designated Operations Or Products,GL7GeneticallyModifiedOrganismExclForDesignatedOps
GL7Line,Additional Insured - State Or Governmental Agency Or Subdivision Or Political Subdivision - Permits Or Authorizations,GL7AddlInsdStatePolitlSubdPermitsOwnersContractors
GL7Line,Additional Insured - Grantor Of Franchise,GL7AddlInsdGrantorFranchise
GL7Line,"Advantage Additional Insuredâ??Owners, Lessees or Contractors â?? Completed Operations",GL7AdvAddlInsdOwnLesContrctrsCompOpsLocLvl_Ext
GL7Line,Exclusion - New Entities,GL7ExclNewEntities
GL7Line,Limited Coverage For Designated Unmanned Aircraft,GL7LmtdCovForDesignatedUnmannedAircraftRailroad
GL7Line,Exclusion - Hired Auto Liability,GL7ExclHiredAutoLiab
GL7Line,New Hampshire Changes - Per Person Limits Of Insurance - Governmental Subdivisions,GL7NHChangesPerPersonLmtsOfInsGovSubdivisions
GL7Line,Exclusion - Oil Or Gas Producing Operations,GL7ExclOilGasProducingOps
GL7Line,Additional Insured - Grantor Of Licenses - Automatic Status When Required By Licensor,GL7AddlInsdGrantorOfLicensesAutomaticStatusReqdLic
GL7Line,Exclusion Of Certified Acts Of Terrorism,GL7ExclOfCertifiedActsOfTerr
GL7Line,Massachusetts Changes - Supplemental Coverage For Lead Poisoning Endorsement,GL7MAChangesSupplementalCovLeadPoisoningClassLvl
GL7Line,Exclusion - Designated Work,GL7ExclDesignatedWork
GL7Line,Extended Reporting Period For Terrorism,GL7ExtendedReportingPeriodForTerr
GL7Line,"Additional Insured - Owners, Lessees or Contractors - Limited Completed Operations Coverage - Scheduled Person or Organization and Designated Operations",GL7AddInsLimComOpsSchPerOrgDesOp_Ext
GL7Line,Cannabis Exclusion With Hemp Exception,GL7CannabisExclWithHempExceptionUST
GL7Line,Amendment Of Coverage Territory - Worldwide Coverage With Specified Exceptions,GL7AmendmentOfCovTerritoryWorldwideCovWithSpecifie
GL7Line,Georgia Limited Fungi Or Bacteria Coverage - Small Businesses,GL7GALmtdFungiOrBacteriaCovSmallBusinessesPremOpsP
GL7Line,Special Combined Premium To Reach Minimum,GL7SpecialCombinedPremiumToReachMin
GL7Line,Exclusion - Injury To Volunteer Firefighters,GL7ExclInjuryToVolunteerFirefighters
GL7Line,New Jersey Changes - Coverage And Exclusion - Liability For Hazards Of Lead - Multiple Premises,GL7NJChangesCovAndExclLiabForHazardsLeadMultiplePr
GL7Line,Food Truck Liability Coverage,GL7FoodTruckLiability_Ext
GL7Line,Pollution Exclusion - Limited Exception For A Short-Term Pollution Event,GL7PollutionExclLmtdExceptionShortTermEvent
GL7Line,"Total Pollution Exclusion With A Building Heating, Cooling And Dehumidifying Equipment Exception And A Hostile Fire Exception",GL7TotalPollutionExclWithABldgHeatgEquipmtExcptnH1
GL7Line,Exclusion - Products-Completed Operations Hazard,GL7ExclProdsCompletedOpsHazard
GL7Line,Limited Coverage For Designated Unmanned Aircraft (Coverage B Only),GL7LmtdCovForDesignatedUnmannedAircraftCovBOnl1
GL7Line,"Supplemental Extended Reporting Period Endorsement For Specific Accidents, Products, Work Or Locations",GL7SupplementalExtendedReportingPeriodEndtSpecifi1
GL7Line,Terrorism,GL7TerrEndorsement
GL7Line,Abuse Or Molestation Exclusion - Specified Professional Services,GL7AbuseOrMolestationExclSpecifiedProfessionalServ
GL7Line,Silica Or Silica-Related Dust Exclusion,GL7SilicaOrSilicaReltdDustExclRailroad
GL7Line,Exclusion - Professional Services - Optical and Hearing Aid Establishments,GL7ExclProfessionalServicesOpticalAndHearingAidEst
GL7Line,Employment-Related Practices Exclusion,GL7EmploymentReltdPracticesExcl
GL7Line,Exclusion - Volunteer Workers As Insureds,GL7ExclVolunteerWorkersAsInsuredsEDL1
GL7Line,Genetically Modified Organism Exclusion,GL7GeneticallyModifiedOrganismExcl
GL7Line,Connecticut Changes - Supplemental Extended Reporting Period Endorsement For Products/Completed Operations Liability,GL7ChangesExtendedReportingPeriodForProdCompldOpsL
GL7Line,Advantage Restaurant Services Errors and Omissions Coverage,GL7AdvRstrntSrvcsErrorsAndOmsnsCov_Ext
GL7Line,Exclusion - Cross Suits Liability,GL7ExclCrossSuitsLiabEDL
GL7Line,Coverage B - Personal and Advertising Injury,GL7UnmannedAircraftCovBPAI
GL7Line,Additional Insured - Grantor Of Licenses,GL7AddlInsdGrantorLicenses
GL7Line,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation) - Automatic,GL7WaiverOfTransferOfRightsOfRecoveryAgainstOther4
GL7Line,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation) - Automatic,GL7WaiverOfTransferOfRightsOfRecoveryAgainstOther3
GL7Line,Total Pollution Exclusion For Designated Products Or Work,GL7TotalPollutionExclForDesignatedProdsOrWork
GL7Line,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation) - Automatic,GL7WaiverOfTransferOfRightsOfRecoveryAgainstOther2
GL7Line,Limited Product Withdrawal Expense Endorsement,GL7LmtdProductWithdrawalExpenseEndtPolLvl
GL7Line,"Exclusion - Explosion, Collapse And Underground Property Damage Hazard (Specified Operations)",GL7ExclExplosionCollapseUndrgrdPropDmgHazardSpecif
GL7Line,Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program - Limited Exception For Additional,GL7ExclDesignatedOpsCovByAControlledWrapUpInsProg1
GL7Line,Additional Insured - Charitable Institutions,GL7AddlInsdCharitableInstitns
GL7Line,Contractors Limited Pollution Coverage - Work Sites,GL7ContLimPollCovEndors_Ext
GL7Line,Georgia Changes - Notice Of Cancellation - Pesticide Applicators,GL7GAChangesNoticeOfCancellationPesticideApplicat1
GL7Line,Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program,GL7ExclDesignatedOpsCovByAControlledWrapUpInsProg2
GL7Line,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation),GL7WaiverOfTransferOfRightsOfRecoveryAgainstOther5
GL7Line,Additional Insured - Condominium Unit Owners,GL7AddlInsdCondoUnitOwners
